,traders.co.jp_url,銘柄名,銘柄ID,前日終値,PER,PBR,時価総額,発行済株数,自己資本比率,200日移動平均,200日移動平均乖離率,13週移動平均,13週移動平均乖離率
156,https://www.traders.co.jp/stocks/62_9399/,ビート・ホールディングス・リミテッド,9399,29,,,1817000000,61000000,,31.0,0.06896551724137923,37.0,0.27586206896551735
157,https://www.traders.co.jp/stocks/62_9423/,フォーバル・リアルストレート,9423,100,34.51,5.57,2346000000,24000000,0.4743,99.0,-0.010000000000000009,98.0,-0.020000000000000018
158,https://www.traders.co.jp/stocks/62_9439/,エム・エイチ・グループ,9439,160,122.14,3.79,1839000000,12000000,0.2693,172.0,0.07499999999999996,165.0,0.03125
159,https://www.traders.co.jp/stocks/62_9610/,ウィルソン・ラーニング　ワールドワイド,9610,183,,1.19,959000000,5000000,0.5481,182.0,-0.005464480874316946,195.0,0.06557377049180335
160,https://www.traders.co.jp/stocks/62_9704/,アゴーラ　ホスピタリティー　グループ,9704,23,,1.44,6479000000,282000000,0.2868,23.0,0.0,23.0,0.0
161,https://www.traders.co.jp/stocks/62_9854/,愛眼,9854,175,,0.27,3667000000,21000000,0.8831,184.0,0.05142857142857138,176.0,0.005714285714285783
162,https://www.traders.co.jp/stocks/62_9876/,コックス,9876,167,,0.74,4766000000,28000000,0.6273,139.0,-0.16766467065868262,168.0,0.0059880239520957446
163,https://www.traders.co.jp/stocks/62_9930/,北沢産業,9930,193,17.75,0.4,4549000000,24000000,0.5317000000000001,213.0,0.10362694300518127,201.0,0.041450777202072464
164,https://www.traders.co.jp/stocks/62_9973/,小僧寿し,9973,23,,12.9,4352000000,181000000,0.11019999999999999,28.0,0.21739130434782616,26.0,0.13043478260869557
165,https://www.traders.co.jp/stocks/62_9978/,文教堂グループホールディングス,9978,42,18.34,-3.65,1802000000,43000000,0.11560000000000001,44.0,0.04761904761904767,45.0,0.0714285714285714
166,https://www.traders.co.jp/stocks/62_9980/,ＭＲＫホールディングス,9980,107,24.65,0.78,10839000000,101000000,0.7955,113.0,0.05607476635514019,107.0,0.0
